"setting","spec","check_type","group","item","target","calibrated","error","pass"
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q3_intercept",0.1,0.1,0,TRUE
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q3_O1",0.25,0.25,0,TRUE
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q3_A1",0.5,0.5,0,TRUE
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q3_O1A1",0.15,0.15,0,TRUE
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q3_O2",0.6,0.6,0,TRUE
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q3_A2",0.25,0.25,0,TRUE
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q3_O2A2",0.2,0.2,0,TRUE
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q3_A1A2",0.45,0.45,0,TRUE
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q3_O3",0.4,0.4,0,TRUE
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q3_A3_psi0",-0.307677637029771,-0.307677637029771,0,TRUE
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q3_O3A3_psi1",0.462963841206022,0.462963841206022,0,TRUE
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q3_A2A3_psi2",0.346245711154856,0.346245711154856,0,TRUE
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q3_A1A2A3_psi3",-0.28,-0.28,0,TRUE
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q2_intercept",0.2,0.2,0,TRUE
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q2_O1",0.25,0.25,0,TRUE
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q2_A1",0.35,0.35,0,TRUE
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q2_O1A1",0.15,0.15,0,TRUE
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q2_O2",0.7,0.7,0,TRUE
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q2_A2_psi0",-0.199726180332264,-0.199726180332264,0,TRUE
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q2_O2A2_psi1",0.552130377515791,0.552130377515791,0,TRUE
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q2_A1A2_psi2",0.250442090552016,0.250442090552016,0,TRUE
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q1_intercept",0.4,0.4,0,TRUE
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q1_O1",0.5,0.5,0,TRUE
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q1_A1_psi0",-0.209942623480461,-0.209942623480461,0,TRUE
"Setting III","rw_sigma_moderate","target_definition","theta_target","Q1_O1A1_psi1",0.580286889834022,0.580286889834022,0,TRUE
"Setting III","rw_sigma_moderate","coefficient","psi0","Q3_A3",-0.307677637029771,-0.198469115490565,0.109208521539206,FALSE
"Setting III","rw_sigma_moderate","coefficient","psi0","Q2_A2",-0.199726180332264,-0.200230854011052,-0.000504673678787898,TRUE
"Setting III","rw_sigma_moderate","coefficient","psi0","Q1_A1",-0.209942623480461,-0.10056313995606,0.109379483524401,FALSE
"Setting III","rw_sigma_moderate","difference","psi0","Q3_A3 - Q2_A2",-0.107951456697507,0.00176173852048656,0.109713195217994,FALSE
"Setting III","rw_sigma_moderate","difference","psi0","Q3_A3 - Q1_A1",-0.0977350135493099,-0.0979059755345057,-0.000170961985195811,TRUE
"Setting III","rw_sigma_moderate","difference","psi0","Q2_A2 - Q1_A1",0.0102164431481971,-0.0996677140549923,-0.109884157203189,FALSE
"Setting III","rw_sigma_moderate","coefficient","psi1","Q3_O3A3",0.462963841206022,0.353755319666817,-0.109208521539205,FALSE
"Setting III","rw_sigma_moderate","coefficient","psi1","Q2_O2A2",0.552130377515791,0.539082378167372,-0.0130479993484188,FALSE
"Setting III","rw_sigma_moderate","coefficient","psi1","Q1_O1A1",0.580286889834022,0.470623863687467,-0.109663026146555,FALSE
"Setting III","rw_sigma_moderate","difference","psi1","Q3_O3A3 - Q2_O2A2",-0.0891665363097686,-0.185327058500555,-0.0961605221907863,FALSE
"Setting III","rw_sigma_moderate","difference","psi1","Q3_O3A3 - Q1_O1A1",-0.117323048628,-0.11686854402065,0.000454504607349471,TRUE
"Setting III","rw_sigma_moderate","difference","psi1","Q2_O2A2 - Q1_O1A1",-0.0281565123182309,0.0684585144799049,0.0966150267981358,FALSE
"Setting III","rw_sigma_moderate","coefficient","psi2","Q3_A2A3",0.346245711154856,0.346245711154856,4.9960036108132e-16,TRUE
"Setting III","rw_sigma_moderate","coefficient","psi2","Q2_A1A2",0.250442090552016,0.139045352319725,-0.111396738232292,FALSE
"Setting III","rw_sigma_moderate","difference","psi2","Q3_A2A3 - Q2_A1A2",0.0958036206028393,0.207200358835132,0.111396738232292,FALSE
"Setting III","rw_sigma_moderate","coefficient","psi3","Q3_A1A2A3",-0.28,-0.287800415645873,-0.00780041564587292,TRUE
